0.379564	28.4665
5.79643	10.5405
1.67235	14.3369
4.761	10.2378
7.48293	9.61694
3.13056	24.1684
4.74513	7.38154
2.21918	7.26412
5.65051	7.69203
5.40147	25.606
3.96473	9.80973
0.562263	27.3395
5.60412	7.74164
8.19327	25.6394
4.85321	16.9379
5.93335	15.6983
5.13479	5.18934
8.74627	20.4214
6.50874	10.5218
0.219723	11.975
6.71291	10.0508
2.0478	4.37411
5.81079	12.8009
3.87941	4.38392
6.83099	27.8426
9.99662	2.38716
2.55079	1.67666
9.90889	24.4647
3.13943	24.3065
6.70137	23.9779
3.74813	7.90416
3.22542	26.6488
4.3645	5.91506
5.69006	2.61974
5.47895	17.7294
4.86492	6.57559
9.26006	20.7381
3.6499	15.2126
1.17969	22.5879
6.53216	24.032
6.8102	19.5864
8.8064	28.083
7.08768	26.1459
7.5159	0.681326
6.81745	12.6518
8.21975	1.69676
6.85199	4.33551
9.44851	3.64947
3.41685	15.4157
2.08974	26.6874
1.04836	20.864
1.08767	0.92526
3.86736	14.2127
5.37928	15.1412
2.26688	5.73433
3.05773	27.2312
8.44023	5.5924
8.43807	16.5837
0.579422	17.8619
5.75502	22.1906
0.171233	11.9243
7.96246	21.0697
5.41994	22.2329
8.23971	26.5104
2.54955	0.988338
7.7326	10.7937
7.2841	26.4608
3.90632	3.45438
3.55784	27.8568
6.19852	17.4742
1.19704	27.7687
4.9018	28.9118
1.12038	10.0196
5.16518	5.09941
9.29383	2.7606
9.09668	28.3952
4.89497	21.1774
6.48828	0.944713
4.47011	14.184
9.1517	21.059
5.05744	20.6529
0.617562	7.0246
5.70456	13.5716
3.493	27.7872
3.80948	29.0745
5.08711	15.0196
8.94776	29.9667
4.6438	0.204423
3.32877	29.4269
1.76794	7.86779
0.72918	2.59387
2.08766	16.8724
7.92376	25.7278
5.93905	7.18163
3.30393	15.2722
9.41354	25.0841
1.97504	0.0933014
0.702901	23.0388
4.55498	12.5877
6.942	25.0934
3.88741	6.08733
3.37099	8.5055
2.01802	24.0444
2.90331	16.0404
7.82377	14.0138
7.96939	25.6589
5.53588	0.171142
4.1771	10.3789
8.63299	0.348454
5.85352	5.81075
5.2069	15.8012
0.298284	21.5458
5.29816	3.00355
4.86154	29.5594
5.19708	5.41062
8.21761	27.2535
3.83265	4.76579
1.91966	17.552
9.60339	14.4689
1.19746	22.2815
9.49422	27.5006
5.98011	15.0903
9.2239	0.471631
8.48973	23.5707
0.273361	13.0298
9.7938	16.4408
9.61031	0.276255
2.6622	14.7254
1.09327	22.5712
4.76161	18.8711
9.32729	8.93765
5.37484	9.47981
4.56781	21.8835
9.01061	12.5136
2.11746	0.624211
1.59836	4.83504
9.37492	22.7354
6.64177	25.7965
7.73568	15.3945
6.4557	24.0271
9.47476	18.7485
3.4893	27.2552
6.34159	18.4545
3.99354	22.3046
3.67525	26.2654
3.72521	9.00761
1.73436	27.3002
6.16247	18.9065
6.39455	15.5193
0.473375	25.536
5.38115	6.2152
0.123691	14.2682
9.6502	20.2964
3.35489	22.1576
1.89697	29.4318
5.39492	4.11521
6.0601	26.6527
0.456806	7.20507
5.03573	13.351
9.83655	26.1329
3.20549	10.6853
1.71352	14.8196
2.66181	23.628
1.24203	27.1691
3.04907	5.14622
7.56837	25.2907
3.78714	23.0762
3.1863	10.312
4.45753	19.6236
0.823224	19.0635
6.35179	18.6544
7.72624	7.23568
5.10237	24.5491
4.81359	0.414299
2.63339	13.9504
8.84908	17.5166
8.2119	1.68778
0.778739	2.62113
8.43859	6.06231
9.93007	4.46298
3.73618	22.4953
9.91789	22.5699
5.19051	9.31257
0.960658	28.9441
9.64539	5.35165
6.00254	17.9915
8.00203	11.1863
8.40907	9.3132
1.91182	9.66798
3.2425	13.6356
7.87279	6.27473
0.384096	18.2541
2.65417	3.4885
6.9584	3.27827
3.1836	20.6654
2.58042	20.7593
4.38692	7.49491
4.4431	28.7323
5.60249	16.2113
9.22547	15.7436
7.18764	15.684
1.24506	15.569
8.9568	28.9624
8.29406	2.60586
2.87679	4.60969
5.41383	2.24876
3.62814	17.3938
6.83428	18.8469
6.96076	11.378
7.37507	0.433104
0.68116	29.8665
7.06415	15.2043
2.45379	4.52173
4.64552	24.1689
6.911	11.613
3.30417	12.2959
9.09901	13.6477
